level,episode_idx,episode,type,moves,target_score,goal_text,goal_icons,goal_nums,difficulty,difficulty_rank,remarks
1054,71,Mellow_Marshmallow,Ingredients,25,30000,: 3,Gummi Dragon order.png,3,Medium,4,
1055,71,Mellow_Marshmallow,Mixed,26,100000,: 53 : 3 : 21,Double jelly-removebg-preview.png|Magic Mixer order 2.png|One-layered Toffee Swirl.png,53|3|21,Very hard,7,Currently first level with magic mixer.
1056,72,Siberian_Sorbet,Ingredients,25,30000,: 3,Gummi Dragon order.png,3,Somewhat easy,3,is officially introduced
1057,72,Siberian_Sorbet,Order,30,20000,: 8,Color bomb (trans).png,8,Medium,4,
1058,72,Siberian_Sorbet,Jelly,30,112000,: 56,Double jelly-removebg-preview.png,56,Somewhat easy,3,
1059,72,Siberian_Sorbet,Ingredients,30,40000,: 2,Gummi Dragon order.png,2,Easy,2,
1060,72,Siberian_Sorbet,Order,20,30000,: 10 : 5,Striped2 (trans).png|Wrapped2 (trans).png,10|5,Very easy,1,
1061,72,Siberian_Sorbet,Jelly,36,128000,: 60 : 17,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,60|17,Very easy,1,
1062,72,Siberian_Sorbet,Jelly,20,55000,: 58,Double jelly-removebg-preview.png,58,Easy,2,
1063,72,Siberian_Sorbet,Jelly,20,86000,: 67,Double jelly-removebg-preview.png,67,Medium,4,
1064,72,Siberian_Sorbet,Jelly,22,96000,: 48,Double jelly-removebg-preview.png,48,Somewhat easy,3,
1065,72,Siberian_Sorbet,Ingredients,14,20000,: 2,Gummi Dragon order.png,2,Hard,6,
1066,72,Siberian_Sorbet,Order,13,50000,: 13,Color bomb (trans).png,13,Extremely hard,8,
1067,72,Siberian_Sorbet,Mixed,22,20000,: 32 : 32 : 2,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png|Gummi Dragon order.png,32|32|2,Hard,6,
1068,72,Siberian_Sorbet,Jelly,25,50000,: 51,Double jelly-removebg-preview.png,51,Somewhat hard,5,
1069,72,Siberian_Sorbet,Jelly,30,40000,: 26,Double jelly-removebg-preview.png,26,Medium,4,
1070,72,Siberian_Sorbet,Jelly,20,94000,: 47,Double jelly-removebg-preview.png,47,Somewhat hard,5,
1071,73,Cloudberry_Creek,Jelly,34,24000,: 18,Double jelly-removebg-preview.png,18,,,
1072,73,Cloudberry_Creek,Order,16,25000,: 20,Redcandy order.png,20,Hard,6,
1073,73,Cloudberry_Creek,Ingredients,20,40000,: 4,Gummi Dragon order.png,4,Easy,2,
1074,73,Cloudberry_Creek,Jelly,35,62000,: 32,Double jelly-removebg-preview.png,32,Somewhat easy,3,
1075,73,Cloudberry_Creek,Ingredients,22,10000,: 4,Gummi Dragon order.png,4,Medium,4,
1076,73,Cloudberry_Creek,Jelly,30,50000,: 25,Double jelly-removebg-preview.png,25,,,
1077,73,Cloudberry_Creek,Order,18,50000,: 4 : 100 : 100,Color bomb (trans).png|Bluecandy order.png|Greencandy order.png,4|100|100,Extremely hard,8,
1078,73,Cloudberry_Creek,Jelly,31,72000,: 37,Double jelly-removebg-preview.png,37,Medium,4,
1079,73,Cloudberry_Creek,Ingredients,32,30000,: 1,Gummi Dragon order.png,1,Very easy,1,
1080,73,Cloudberry_Creek,Jelly,22,8000,: 66,Double jelly-removebg-preview.png,66,Somewhat hard,5,
1081,73,Cloudberry_Creek,Jelly,20,20000,: 29,Double jelly-removebg-preview.png,29,Extremely hard,8,
1082,73,Cloudberry_Creek,Ingredients,20,20000,: 3,Gummi Dragon order.png,3,Extremely hard,8,
1083,73,Cloudberry_Creek,Jelly,21,50000,: 59,Double jelly-removebg-preview.png,59,Hard,6,
1084,73,Cloudberry_Creek,Jelly,20,50000,: 37,Double jelly-removebg-preview.png,37,Medium,4,
1085,73,Cloudberry_Creek,Ingredients,30,40000,: 4,Gummi Dragon order.png,4,Somewhat hard,5,
1086,74,Bubblegum_Hut,Jelly,26,98000,: 26 : 49,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,26|49,Hard,6,
1087,74,Bubblegum_Hut,Jelly,25,46046,: 49,Double jelly-removebg-preview.png,49,Very easy,1,
1088,74,Bubblegum_Hut,Order,24,100000,: 27,Liquorice Swirl order.png,27,Somewhat easy,3,
1089,74,Bubblegum_Hut,Ingredients,17,40000,: 4,Gummi Dragon order.png,4,Somewhat easy,3,
1090,74,Bubblegum_Hut,Jelly,26,96000,: 48,Double jelly-removebg-preview.png,48,Easy,2,
1091,74,Bubblegum_Hut,Jelly,25,75000,: 34,Double jelly-removebg-preview.png,34,Very hard,7,
1092,74,Bubblegum_Hut,Ingredients,30,20000,: 1,Gummi Dragon order.png,1,Very easy,1,
1093,74,Bubblegum_Hut,Jelly,28,100000,: 10 : 59,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,10|59,Very hard,7,
1094,74,Bubblegum_Hut,Order,19,5000,: 20 : 18 : 4,Liquorice Swirl order.png|Multilayered frosting 2024 FTUE order.png|Color bomb (trans).png,20|18|4,Very hard,7,
1095,74,Bubblegum_Hut,Jelly,19,38000,: 19,Double jelly-removebg-preview.png,19,Hard,6,
1096,74,Bubblegum_Hut,Jelly,31,56000,: 52,Double jelly-removebg-preview.png,52,Somewhat hard,5,
1097,74,Bubblegum_Hut,Ingredients,27,20000,: 2,Gummi Dragon order.png,2,Somewhat hard,5,
1098,74,Bubblegum_Hut,Jelly,20,48000,: 24,Double jelly-removebg-preview.png,24,Medium,4,
1099,74,Bubblegum_Hut,Ingredients,22,10000,: 2,Gummi Dragon order.png,2,Medium,4,
1100,74,Bubblegum_Hut,Jelly,32,40000,: 24,Double jelly-removebg-preview.png,24,Very easy,1,
1101,75,Chocolate_Chamber,Jelly,35,24001,: 4 : 29,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,4|29,Very easy,1,Starts a triplet of hexagon levels
1102,75,Chocolate_Chamber,Ingredients,20,40000,: 4,Gummi Dragon order.png,4,Very easy,1,
1103,75,Chocolate_Chamber,Order,31,40000,: 12,Yellowcandy order.png,12,Very hard,7,
1104,75,Chocolate_Chamber,Jelly,37,136000,: 68,Double jelly-removebg-preview.png,68,Hard,6,
1105,75,Chocolate_Chamber,Jelly,20,36000,: 18,Double jelly-removebg-preview.png,18,Very hard,7,
1106,75,Chocolate_Chamber,Jelly,20,114000,: 2 : 56,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,2|56,Very hard,7,
1107,75,Chocolate_Chamber,Jelly,27,100000,: 45,Double jelly-removebg-preview.png,45,Easy,2,
1108,75,Chocolate_Chamber,Order,24,10000,: 500 : 500,Bluecandy order.png|Greencandy order.png,500|500,Variable,,one of levels that you need to collect huge amount of candies
1109,75,Chocolate_Chamber,Jelly,26,30000,: 21 : 6,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,21|6,Very hard,7,
1110,75,Chocolate_Chamber,Ingredients,22,20000,: 3,Gummi Dragon order.png,3,Very hard,7,
1111,75,Chocolate_Chamber,Order,20,10000,: 28,Yellowcandy order.png,28,Somewhat hard,5,
1112,75,Chocolate_Chamber,Jelly,25,12000,: 6,Double jelly-removebg-preview.png,6,Hard,6,Changed 1 week after release
1113,75,Chocolate_Chamber,Jelly,22,54000,: 5 : 51,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,5|51,Medium,4,
1114,75,Chocolate_Chamber,Order,20,10000,: 9,Yellowcandy order.png,9,Medium,4,
1115,75,Chocolate_Chamber,Jelly,30,18000,: 17,Double jelly-removebg-preview.png,17,Extremely hard,8,
1116,76,Raspberry_Races,Jelly,29,140000,: 72,Double jelly-removebg-preview.png,72,Somewhat hard,5,
1117,76,Raspberry_Races,Order,21,20000,: 10,Yellowcandy order.png,10,Very hard,7,
1118,76,Raspberry_Races,Jelly,20,75000,: 38,Double jelly-removebg-preview.png,38,Medium,4,
1119,76,Raspberry_Races,Jelly,25,70000,: 46 : 14,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,46|14,Medium,4,
1120,76,Raspberry_Races,Ingredients,35,40000,: 5,Gummi Dragon order.png,5,Medium,4,
1121,76,Raspberry_Races,Jelly,31,54000,: 30,Double jelly-removebg-preview.png,30,Very hard,7,
1122,76,Raspberry_Races,Ingredients,20,30000,: 1,Gummi Dragon order.png,1,Medium,4,
1123,76,Raspberry_Races,Ingredients,15,20000,: 2,Gummi Dragon order.png,2,Variable,,
1124,76,Raspberry_Races,Jelly,18,25000,: 58,Double jelly-removebg-preview.png,58,Medium,4,
1125,76,Raspberry_Races,Jelly,13,50000,: 63,Double jelly-removebg-preview.png,63,Nearly impossible,9,
1126,76,Raspberry_Races,Ingredients,15,10000,: 1,Gummi Dragon order.png,1,Medium,4,
1127,76,Raspberry_Races,Order,23,50000,: 14 : 10 : 70,Striped2 (trans).png|Wrapped2 (trans).png|Bluecandy order.png,14|10|70,Medium,4,
1128,76,Raspberry_Races,Jelly,24,64000,: 8 : 23,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,8|23,Extremely hard,8,
1129,76,Raspberry_Races,Ingredients,25,10000,: 1,Gummi Dragon order.png,1,Hard,6,
1130,76,Raspberry_Races,Ingredients,23,60000,: 6,Gummi Dragon order.png,6,Very easy,1,
1131,77,Teapot_Tower,Jelly,23,100000,: 14 : 45,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,14|45,Nearly impossible,9,
1132,77,Teapot_Tower,Jelly,24,64000,: 29,Double jelly-removebg-preview.png,29,Extremely hard,8,
1133,77,Teapot_Tower,Jelly,20,72000,: 36,Double jelly-removebg-preview.png,36,Medium,4,
1134,77,Teapot_Tower,Jelly,26,122000,: 61,Double jelly-removebg-preview.png,61,Hard,6,
1135,77,Teapot_Tower,Order,20,25000,: 8 : 49,Magic Mixer order 2.png|Dark Chocolate order.png,8|49,Easy,2,
1136,77,Teapot_Tower,Jelly,15,130000,: 74,Double jelly-removebg-preview.png,74,Nearly impossible,9,
1137,77,Teapot_Tower,Ingredients,32,40000,: 4,Gummi Dragon order.png,4,Easy,2,
1138,77,Teapot_Tower,Order,27,25000,: 11 : 59 : 4,Striped2 (trans).png|Redcandy order.png|Color bomb (trans).png,11|59|4,,,
1139,77,Teapot_Tower,Jelly,27,100000,: 34,Double jelly-removebg-preview.png,34,Medium,4,
1140,77,Teapot_Tower,Jelly,14,50000,: 31,Double jelly-removebg-preview.png,31,Somewhat easy,3,
1141,77,Teapot_Tower,Order,23,50000,: 12,Yellowcandy order.png,12,Somewhat easy,3,
1142,77,Teapot_Tower,Ingredients,28,30000,: 3,Gummi Dragon order.png,3,Nearly impossible,9,
1143,77,Teapot_Tower,Jelly,29,2000,: 1,Double jelly-removebg-preview.png,1,Extremely hard,8,
1144,77,Teapot_Tower,Ingredients,22,40000,: 4,Gummi Dragon order.png,4,Extremely hard,8,
1145,77,Teapot_Tower,Jelly,35,58000,: 42,Double jelly-removebg-preview.png,42,Extremely hard,8,
1146,78,Barking_Boutique,Jelly,29,50000,: 26,Double jelly-removebg-preview.png,26,Medium,4,
1147,78,Barking_Boutique,Ingredients,22,40000,: 4,Gummi Dragon order.png,4,Somewhat easy,3,
1148,78,Barking_Boutique,Ingredients,17,4000,: 8,Gummi Dragon order.png,8,Nearly impossible,9,
1149,78,Barking_Boutique,Jelly,33,10000,: 54,Double jelly-removebg-preview.png,54,Medium,4,
1150,78,Barking_Boutique,Jelly,29,88000,: 44,Double jelly-removebg-preview.png,44,Medium,4,
1151,78,Barking_Boutique,Ingredients,30,10000,: 1,Gummi Dragon order.png,1,Very easy,1,
1152,78,Barking_Boutique,Jelly,36,46000,: 23,Double jelly-removebg-preview.png,23,Easy,2,
1153,78,Barking_Boutique,Ingredients,23,40000,: 4,Gummi Dragon order.png,4,Somewhat hard,5,
1154,78,Barking_Boutique,Order,35,10000,: 11,Yellowcandy order.png,11,Easy,2,
1155,78,Barking_Boutique,Jelly,31,48000,: 20,Double jelly-removebg-preview.png,20,Easy,2,
1156,78,Barking_Boutique,Jelly,35,100000,: 67,Double jelly-removebg-preview.png,67,Very easy,1,
1157,78,Barking_Boutique,Jelly,28,10000,: 36,Double jelly-removebg-preview.png,36,Medium,4,
1158,78,Barking_Boutique,Jelly,16,56000,: 28,Double jelly-removebg-preview.png,28,Somewhat hard,5,
1159,78,Barking_Boutique,Jelly,23,50000,: 61,Double jelly-removebg-preview.png,61,Very hard,7,
1160,78,Barking_Boutique,Jelly,29,44000,: 22,Double jelly-removebg-preview.png,22,Somewhat hard,5,
1161,79,Banana_Beach,Ingredients,15,50000,: 5,Gummi Dragon order.png,5,Extremely hard,8,
1162,79,Banana_Beach,Ingredients,26,20000,: 2,Gummi Dragon order.png,2,Somewhat easy,3,
1163,79,Banana_Beach,Jelly,35,100000,: 45,Double jelly-removebg-preview.png,45,Easy,2,
1164,79,Banana_Beach,Order,15,50000,: 4 : 20,Licoriceshell1.png|Icing order new.png,4|20,Somewhat hard,5,
1165,79,Banana_Beach,Ingredients,35,40000,: 4,Gummi Dragon order.png,4,Very easy,1,
1166,79,Banana_Beach,Jelly,31,70000,: 34 : 33,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,34|33,,,
1167,79,Banana_Beach,Jelly,20,18000,: 9,Double jelly-removebg-preview.png,9,Medium,4,
1168,79,Banana_Beach,Order,27,100000,: 300,Purplecandy order.png,300,Extremely hard,8,
1169,79,Banana_Beach,Ingredients,25,40000,: 4,Gummi Dragon order.png,4,Very hard,7,
1170,79,Banana_Beach,Jelly,20,100000,: 30 : 22,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,30|22,Medium,4,
1171,79,Banana_Beach,Jelly,33,50000,: 31,Double jelly-removebg-preview.png,31,Very easy,1,
1172,79,Banana_Beach,Order,35,10000,: 10,Wrapped2 (trans).png,10,Hard,6,
1173,79,Banana_Beach,Ingredients,30,20000,: 4,Gummi Dragon order.png,4,Very easy,1,
1174,79,Banana_Beach,Order,22,50000,: 10,Redcandy order.png,10,Medium,4,
1175,79,Banana_Beach,Jelly,26,15000,: 14,Double jelly-removebg-preview.png,14,Very easy,1,
1176,80,Snack_Shack,Jelly,31,80000,: 39,Double jelly-removebg-preview.png,39,Easy,2,
1177,80,Snack_Shack,Jelly,24,32000,: 16,Double jelly-removebg-preview.png,16,Somewhat easy,3,
1178,80,Snack_Shack,Jelly,35,100000,: 43 : 18,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,43|18,Easy,2,
1179,80,Snack_Shack,Ingredients,21,40000,: 8,Gummi Dragon order.png,8,Very hard,7,
1180,80,Snack_Shack,Jelly,35,250000,: 36,Double jelly-removebg-preview.png,36,Somewhat easy,3,Used to be the hardest level in the game before it got nerfedFirst level to have received a complete redesign
1181,80,Snack_Shack,Jelly,28,48000,: 25,Double jelly-removebg-preview.png,25,Medium,4,
1182,80,Snack_Shack,Jelly,22,56000,: 24,Double jelly-removebg-preview.png,24,Hard,6,
1183,80,Snack_Shack,Jelly,35,50000,: 25,Double jelly-removebg-preview.png,25,Very easy,1,
1184,80,Snack_Shack,Ingredients,28,60000,: 6,Gummi Dragon order.png,6,,,
1185,80,Snack_Shack,Jelly,24,90000,: 45,Double jelly-removebg-preview.png,45,Hard,6,
1186,80,Snack_Shack,Order,20,10000,: 99,Redcandy order.png,99,Somewhat hard,5,
1187,80,Snack_Shack,Order,25,60000,: 7,Licoriceshell1.png,7,Extremely hard,8,
1188,80,Snack_Shack,Ingredients,15,30000,: 3,Gummi Dragon order.png,3,Extremely hard,8,
1189,80,Snack_Shack,Order,30,30000,: 8 : 8 : 122,Wrapped2 (trans).png|Striped2 (trans).png|Bluecandy order.png,8|8|122,Medium,4,
1190,80,Snack_Shack,Jelly,24,100000,: 51,Double jelly-removebg-preview.png,51,Extremely hard,8,
1191,81,Fungi_Forest,Jelly,37,100000,: 6 : 31,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,6|31,Very easy,1,
1192,81,Fungi_Forest,Ingredients,27,40000,: 4,Gummi Dragon order.png,4,Very hard,7,
1193,81,Fungi_Forest,Order,15,10000,: 18,One-layered Toffee Swirl.png,18,Extremely hard,8,
1194,81,Fungi_Forest,Jelly,32,100000,: 37 : 34,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,37|34,Somewhat easy,3,
1195,81,Fungi_Forest,Jelly,13,50000,: 4 : 31,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,4|31,Extremely hard,8,
1196,81,Fungi_Forest,Jelly,16,100000,: 62,Double jelly-removebg-preview.png,62,Extremely hard,8,
1197,81,Fungi_Forest,Ingredients,30,20000,: 2,Gummi Dragon order.png,2,Medium,4,
1198,81,Fungi_Forest,Jelly,35,25000,: 12 : 30,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,12|30,Very easy,1,
1199,81,Fungi_Forest,Jelly,29,112000,: 14 : 26,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,14|26,Very easy,1,
1200,81,Fungi_Forest,Order,22,35000,: 5,Color bomb (trans).png,5,Medium,4,
1201,81,Fungi_Forest,Order,24,10000,: 35,Striped2 (trans).png,35,Somewhat easy,3,
1202,81,Fungi_Forest,Jelly,15,36000,: 8 : 19,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,8|19,Extremely hard,8,
1203,81,Fungi_Forest,Ingredients,29,30000,: 3,Gummi Dragon order.png,3,Somewhat hard,5,
1204,81,Fungi_Forest,Order,30,15000,: 30,Striped2 (trans).png,30,Very easy,1,
1205,81,Fungi_Forest,Jelly,18,40000,: 19,Double jelly-removebg-preview.png,19,Very easy,1,
1206,82,Marmalade_Moon,Order,31,10000,: 50 : 50,Orangecandy order.png|Bluecandy order.png,50|50,Very easy,1,
1207,82,Marmalade_Moon,Jelly,19,68000,: 34,Double jelly-removebg-preview.png,34,Extremely hard,8,
1208,82,Marmalade_Moon,Jelly,19,80000,: 68,Double jelly-removebg-preview.png,68,Very hard,7,
1209,82,Marmalade_Moon,Jelly,23,42000,: 21,Double jelly-removebg-preview.png,21,Easy,2,
1210,82,Marmalade_Moon,Ingredients,21,30000,: 12,Gummi Dragon order.png,12,Somewhat hard,5,
1211,82,Marmalade_Moon,Jelly,30,420000,: 53,Double jelly-removebg-preview.png,53,Somewhat hard,5,
1212,82,Marmalade_Moon,Order,10,50000,: 9 : 10 : 50,Color bomb (trans).png|Wrapped2 (trans).png|Purplecandy order.png,9|10|50,Very hard,7,
1213,82,Marmalade_Moon,Ingredients,21,90000,: 2,Gummi Dragon order.png,2,Hard,6,
1214,82,Marmalade_Moon,Jelly,22,20000,: 36,Double jelly-removebg-preview.png,36,Medium,4,
1215,82,Marmalade_Moon,Ingredients,28,20000,: 1,Gummi Dragon order.png,1,Hard,6,
1216,82,Marmalade_Moon,Ingredients,22,20000,: 6,Gummi Dragon order.png,6,Very hard,7,
1217,82,Marmalade_Moon,Jelly,25,40000,: 15 : 45,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,15|45,Very hard,7,
1218,82,Marmalade_Moon,Jelly,25,10000,: 25,Single jelly-removebg-preview (1).png,25,Very easy,1,
1219,82,Marmalade_Moon,Jelly,27,100000,: 12 : 60,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,12|60,Somewhat easy,3,
1220,82,Marmalade_Moon,Jelly,20,10000,: 33 : 37,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,33|37,Hard,6,
1221,83,Wonky_Wonderland,Jelly,23,44000,: 22,Double jelly-removebg-preview.png,22,Very hard,7,
1222,83,Wonky_Wonderland,Jelly,37,52000,: 26,Double jelly-removebg-preview.png,26,Easy,2,
1223,83,Wonky_Wonderland,Ingredients,23,40000,: 4,Gummi Dragon order.png,4,Extremely hard,8,
1224,83,Wonky_Wonderland,Jelly,25,42000,: 10 : 16,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,10|16,Extremely hard,8,
1225,83,Wonky_Wonderland,Order,20,30000,: 5 : 1,Color bomb (trans).png|Colourbomb colourbomb (trans).png,5|1,Extremely hard,8,
1226,83,Wonky_Wonderland,Jelly,25,32000,: 20,Double jelly-removebg-preview.png,20,Hard,6,
1227,83,Wonky_Wonderland,Jelly,18,112000,: 56,Double jelly-removebg-preview.png,56,Very hard,7,
1228,83,Wonky_Wonderland,Jelly,30,64000,: 33,Double jelly-removebg-preview.png,33,Hard,6,
1229,83,Wonky_Wonderland,Jelly,25,112000,: 56,Double jelly-removebg-preview.png,56,Extremely hard,8,
1230,83,Wonky_Wonderland,Order,25,40000,: 36,Color bomb (trans).png,36,Extremely hard,8,
1231,83,Wonky_Wonderland,Jelly,29,80000,: 41,Double jelly-removebg-preview.png,41,Hard,6,
1232,83,Wonky_Wonderland,Ingredients,30,10000,: 1,Gummi Dragon order.png,1,Easy,2,
1233,83,Wonky_Wonderland,Ingredients,19,40000,: 4,Gummi Dragon order.png,4,Somewhat hard,5,
1234,83,Wonky_Wonderland,Jelly,21,78000,: 21,Double jelly-removebg-preview.png,21,Medium,4,
1235,83,Wonky_Wonderland,Ingredients,22,40000,: 4,Gummi Dragon order.png,4,Extremely hard,8,
1236,84,Drizzly_Dale,Jelly,20,52000,: 2 : 21,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,2|21,Very hard,7,
1237,84,Drizzly_Dale,Order,22,20000,: 69,Multilayered frosting 2024 FTUE order.png,69,Medium,4,Formerly the hardest level to earn 3 stars
1238,84,Drizzly_Dale,Jelly,27,90000,: 45,Double jelly-removebg-preview.png,45,Somewhat hard,5,
1239,84,Drizzly_Dale,Order,26,25000,: 20,Yellowcandy order.png,20,Nearly impossible,9,
1240,84,Drizzly_Dale,Ingredients,29,40000,: 1,Gummi Dragon order.png,1,Easy,2,
1241,84,Drizzly_Dale,Jelly,34,100000,: 50,Double jelly-removebg-preview.png,50,Medium,4,
1242,84,Drizzly_Dale,Jelly,29,10000,: 4 : 13,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,4|13,,,
1243,84,Drizzly_Dale,Jelly,28,28000,: 14,Double jelly-removebg-preview.png,14,Hard,6,
1244,84,Drizzly_Dale,Ingredients,18,20000,: 2,Gummi Dragon order.png,2,Very hard,7,
1245,84,Drizzly_Dale,Jelly,27,88000,: 55,Double jelly-removebg-preview.png,55,Hard,6,
1246,84,Drizzly_Dale,Jelly,20,164000,: 80,Double jelly-removebg-preview.png,80,Extremely hard,8,
1247,84,Drizzly_Dale,Ingredients,23,20000,: 2,Gummi Dragon order.png,2,Very hard,7,
1248,84,Drizzly_Dale,Order,23,10000,: 11,Yellowcandy order.png,11,Medium,4,
1249,84,Drizzly_Dale,Jelly,29,20000,: 10,Double jelly-removebg-preview.png,10,Very easy,1,
1250,84,Drizzly_Dale,Ingredients,21,20000,: 2,Gummi Dragon order.png,2,Somewhat hard,5,
1251,85,Bonbon_Bistro,Jelly,26,90000,: 36 : 27,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,36|27,Extremely hard,8,
1252,85,Bonbon_Bistro,Jelly,28,162000,: 33 : 48,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,33|48,Somewhat easy,3,
1253,85,Bonbon_Bistro,Jelly,30,108000,: 50,Double jelly-removebg-preview.png,50,Somewhat easy,3,
1254,85,Bonbon_Bistro,Ingredients,25,40000,: 4,Gummi Dragon order.png,4,Medium,4,
1255,85,Bonbon_Bistro,Jelly,25,72000,: 36,Double jelly-removebg-preview.png,36,Somewhat hard,5,
1256,85,Bonbon_Bistro,Jelly,22,140000,: 69,Double jelly-removebg-preview.png,69,Easy,2,
1257,85,Bonbon_Bistro,Jelly,20,50000,: 50,Single jelly-removebg-preview (1).png,50,Medium,4,
1258,85,Bonbon_Bistro,Order,20,50000,: 20,Yellowcandy order.png,20,Nearly impossible,9,
1259,85,Bonbon_Bistro,Ingredients,20,80000,: 6,Gummi Dragon order.png,6,Very easy,1,
1260,85,Bonbon_Bistro,Jelly,24,114000,: 57,Double jelly-removebg-preview.png,57,Hard,6,
1261,85,Bonbon_Bistro,Ingredients,22,20000,: 1,Gummi Dragon order.png,1,Hard,6,
1262,85,Bonbon_Bistro,Ingredients,35,40000,: 1,Gummi Dragon order.png,1,,,
1263,85,Bonbon_Bistro,Jelly,20,82000,: 41,Double jelly-removebg-preview.png,41,Very hard,7,
1264,85,Bonbon_Bistro,Ingredients,22,85000,: 8,Gummi Dragon order.png,8,Extremely hard,8,
1265,85,Bonbon_Bistro,Jelly,20,44000,: 22,Double jelly-removebg-preview.png,22,Very hard,7,
1266,86,Diamond_District,Jelly,30,34000,: 17,Double jelly-removebg-preview.png,17,Very hard,7,
1267,86,Diamond_District,Jelly,32,72000,: 72,Double jelly-removebg-preview.png,72,Medium,4,
1268,86,Diamond_District,Jelly,24,110000,: 64,Double jelly-removebg-preview.png,64,Nearly impossible,9,
1269,86,Diamond_District,Jelly,20,42000,: 21,Double jelly-removebg-preview.png,21,Somewhat hard,5,
1270,86,Diamond_District,Jelly,22,118000,: 59,Double jelly-removebg-preview.png,59,Very hard,7,
1271,86,Diamond_District,Ingredients,15,40000,: 4,Gummi Dragon order.png,4,Very hard,7,
1272,86,Diamond_District,Jelly,31,72000,: 36,Double jelly-removebg-preview.png,36,Extremely hard,8,
1273,86,Diamond_District,Jelly,29,150000,: 75,Double jelly-removebg-preview.png,75,Somewhat hard,5,
1274,86,Diamond_District,Ingredients,15,80000,: 8,Gummi Dragon order.png,8,Hard,6,
1275,86,Diamond_District,Jelly,25,46000,: 56,Double jelly-removebg-preview.png,56,Very hard,7,
1276,86,Diamond_District,Jelly,21,100000,: 49,Double jelly-removebg-preview.png,49,Very hard,7,
1277,86,Diamond_District,Order,30,10000,: 50 : 15,Liquorice Swirl order.png|Wrapped2 (trans).png,50|15,Extremely hard,8,
1278,86,Diamond_District,Ingredients,27,20000,: 2,Gummi Dragon order.png,2,Medium,4,
1279,86,Diamond_District,Order,25,100000,: 3 : 100 : 100,Licoriceshell1.png|Bluecandy order.png|Greencandy order.png,3|100|100,Easy,2,
1280,86,Diamond_District,Order,20,80000,: 12 : 16 : 119,Wrapped2 (trans).png|Striped2 (trans).png|Icing order new.png,12|16|119,Hard,6,
1281,87,Butter_Rum_Reef,Jelly,22,48000,: 64,Double jelly-removebg-preview.png,64,Hard,6,
1282,87,Butter_Rum_Reef,Jelly,23,54000,: 27,Double jelly-removebg-preview.png,27,Very hard,7,
1283,87,Butter_Rum_Reef,Ingredients,31,20000,: 2,Gummi Dragon order.png,2,Medium,4,
1284,87,Butter_Rum_Reef,Jelly,30,38000,: 21,Double jelly-removebg-preview.png,21,Somewhat easy,3,
1285,87,Butter_Rum_Reef,Jelly,22,68000,: 33,Double jelly-removebg-preview.png,33,Hard,6,
1286,87,Butter_Rum_Reef,Ingredients,15,10000,: 1,Gummi Dragon order.png,1,Very hard,7,
1287,87,Butter_Rum_Reef,Jelly,24,30000,: 4 : 17,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,4|17,Hard,6,
1288,87,Butter_Rum_Reef,Jelly,24,50000,: 12 : 53,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,12|53,Nearly impossible,9,
1289,87,Butter_Rum_Reef,Ingredients,35,40000,: 4,Gummi Dragon order.png,4,Somewhat easy,3,
1290,87,Butter_Rum_Reef,Jelly,23,100000,: 73,Double jelly-removebg-preview.png,73,Very hard,7,
1291,87,Butter_Rum_Reef,Order,19,35500,: 53,Multilayered frosting 2024 FTUE order.png,53,Extremely hard,8,
1292,87,Butter_Rum_Reef,Jelly,20,114000,: 8 : 57,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,8|57,Very hard,7,
1293,87,Butter_Rum_Reef,Jelly,28,74000,: 69,Double jelly-removebg-preview.png,69,Hard,6,
